Customer_id,Time_Spent,Browser,Newsletter,Voucher,Churn
504409,560,0,0,1,0
504410,974,0,0,1,0
504411,1072,0,0,1,0
504412,147,0,0,0,1
504413,1069,0,0,0,0
504414,788,1,0,0,0
504415,341,0,0,1,1
504416,280,1,0,1,0
504417,312,0,0,0,0
504418,357,1,0,0,0
504419,613,0,1,1,0
504420,891,0,0,1,0
504421,697,3,0,0,0
504422,1022,1,1,0,0
504423,144,0,0,1,0
504424,991,0,0,0,0
504425,840,0,0,0,1
504426,776,0,0,0,1
504427,597,1,0,0,0
504428,405,0,0,0,0
504429,258,0,0,0,0
504430,620,1,0,0,1
504431,483,1,0,0,0
504432,276,0,1,0,0
504433,824,0,1,0,0
504434,884,0,0,0,1
504435,785,2,0,1,0
504436,319,0,0,0,0
504437,659,0,1,0,1
504438,431,0,0,0,0
504439,426,1,0,0,0
504440,361,1,0,0,0
504441,467,0,1,0,0
504442,464,0,0,1,0
504443,834,1,0,0,0
504444,646,0,1,0,0
504445,944,0,0,0,0
504446,1051,0,0,0,0
504447,686,0,0,0,0
504448,328,3,0,0,0
504449,656,0,0,0,0
504450,729,0,0,0,1
504451,907,0,0,0,0
504452,964,0,0,1,1
504453,139,0,0,1,0
504454,339,1,0,1,1
504455,860,0,0,0,0
504456,1067,1,0,0,0
504457,1076,2,1,0,0
504458,504,0,0,0,0
504459,528,0,1,0,1
504460,578,0,0,0,1
504461,948,0,1,0,0
504462,227,0,0,0,0
504463,517,0,0,0,1
504464,328,0,0,1,0
504465,228,3,0,0,0
504466,1046,2,1,0,0
504467,604,1,1,1,0
504468,646,3,0,0,1
504469,788,1,0,1,0
504470,177,0,1,0,0
504471,1004,1,0,0,1
504472,1073,0,0,1,0
504473,1051,1,0,0,0
504474,905,0,0,1,0
504475,581,0,1,0,0
504476,254,1,0,0,0
504477,774,0,0,0,0
504478,1008,0,1,0,0
504479,323,1,0,0,1
504480,135,0,0,0,0
504481,150,0,0,0,0
504482,762,3,0,1,0
504483,368,0,0,1,0
504484,857,1,0,0,0
504485,752,0,0,1,0
504486,723,0,1,0,0
504487,711,0,0,0,1
504488,1045,1,0,0,0
504489,382,1,0,0,1
504490,739,0,0,1,0
504491,262,3,0,0,0
504492,683,3,0,1,0
504493,598,0,0,0,0
504494,1018,0,1,0,0
504495,705,1,0,0,1
504496,582,0,1,0,0
504497,390,1,0,0,0
504498,824,3,0,1,0
504499,905,0,0,0,1
504500,991,0,0,0,0
504501,989,0,0,0,0
504502,923,0,1,1,0
504503,626,2,0,0,0
504504,459,3,0,0,0
504505,378,0,0,0,0
504506,570,0,1,0,0
504507,664,0,0,0,1
504508,648,1,0,0,0
504509,535,0,0,0,0
504510,897,0,0,0,0
504511,609,0,0,0,1
504512,596,0,0,0,0
504513,506,0,0,0,0
504514,319,0,1,0,0
504515,1037,0,0,0,0
504516,393,3,0,1,0
504517,295,0,0,1,0
504518,658,0,1,0,0
504519,332,2,0,0,0
504520,218,0,0,1,1
504521,956,3,0,0,0
504522,671,0,0,0,1
504523,644,1,0,0,0
504524,390,3,0,0,0
504525,371,0,0,0,0
504526,588,0,0,0,0
504527,936,1,1,1,0
504528,767,0,0,0,0
504529,709,0,1,0,1
504530,643,0,0,0,0
504531,253,0,0,0,0
504532,723,3,0,0,1
504533,271,0,0,0,0
504534,395,0,0,1,0
504535,303,0,0,1,0
504536,684,0,1,0,0
504537,766,0,0,0,0
504538,1024,0,0,0,0
504539,789,1,1,0,0
504540,149,1,0,1,0
504541,699,0,0,0,0
504542,776,0,0,1,0
504543,395,3,0,1,0
504544,874,0,0,0,0
504545,156,0,0,0,0
504546,724,0,0,0,1
504547,262,1,0,0,0
504548,752,3,0,1,0
504549,419,0,0,0,0
504550,616,0,0,1,0
504551,654,0,0,0,0
504552,556,0,0,1,0
504553,694,0,1,0,0
504554,626,0,0,0,0
504555,1001,0,0,0,0
504556,981,0,0,0,0
504557,1027,0,0,0,0
504558,570,1,0,0,0
504559,144,0,0,0,0
504560,444,0,0,0,0
504561,172,0,0,0,0
504562,965,1,0,1,0
504563,1076,0,0,0,0
504564,170,0,0,1,0
504565,716,0,0,0,0
504566,1064,0,0,0,0
504567,1069,0,0,1,0
504568,921,0,0,0,0
504569,1070,0,0,0,0
504570,161,3,0,0,0
504571,701,0,0,0,0
504572,170,3,0,0,0
504573,517,1,0,0,0
504574,317,0,0,0,0
504575,990,0,0,1,0
504576,230,3,0,0,0
504577,211,1,0,1,0
504578,817,0,0,0,0
504579,234,1,0,0,0
504580,653,1,0,0,0
504581,666,0,0,0,0
504582,166,1,0,0,0
504583,230,0,0,0,0
504584,1000,3,0,0,0
504585,260,0,0,1,0
504586,712,0,0,1,1
504587,657,1,0,1,0
504588,261,1,0,0,0
504589,668,0,0,0,1
504590,228,0,0,0,0
504591,557,1,0,1,0
504592,600,0,0,0,0
504593,604,3,1,0,1
504594,171,0,0,1,0
504595,306,0,0,0,1
504596,833,2,1,0,0
504597,992,0,0,0,0
504598,345,0,0,1,0
504599,615,0,0,1,0
504600,813,1,1,0,0
504601,1075,0,0,0,0
504602,945,0,1,0,0
504603,613,0,0,0,0
504604,554,0,0,1,0
504605,868,2,0,0,0
504606,1065,1,0,0,0
504607,1043,0,0,1,0
504608,473,0,0,1,0
504609,742,0,0,0,1
504610,140,3,0,0,1
504611,833,2,0,1,0
504612,123,0,0,0,0
504613,654,0,0,0,0
504614,266,3,0,1,1
504615,349,0,0,0,0
504616,809,0,1,0,0
504617,196,0,1,1,0
504618,184,0,0,0,0
504619,468,0,0,0,0
504620,1046,3,0,1,0
504621,208,3,1,1,1
504622,1026,0,0,1,0
504623,273,0,0,0,1
504624,546,1,0,0,0
504625,437,3,0,0,0
504626,1055,3,0,0,0
504627,546,0,0,1,0
504628,140,0,1,0,0
504629,628,0,0,0,0
504630,209,0,1,1,0
504631,349,0,0,1,0
504632,1003,0,0,1,0
504633,863,0,0,0,0
504634,725,3,0,0,0
504635,435,3,0,0,0
504636,257,0,0,0,0
504637,897,0,0,0,0
504638,247,0,0,0,0
504639,382,1,0,1,0
504640,336,0,0,1,0
504641,599,0,0,0,1
504642,238,0,0,1,0
504643,875,0,0,1,1
504644,252,0,0,0,1
504645,593,1,0,1,1
504646,413,1,0,1,1
504647,946,1,0,1,0
504648,318,2,1,1,0
504649,795,1,0,1,0
504650,1014,2,1,1,0
504651,419,1,1,1,0
504652,314,1,1,0,0
504653,649,0,1,1,0
504654,711,1,0,0,0
504655,912,0,0,0,0
504656,761,0,0,0,0
504657,652,0,0,0,0
504658,333,0,0,0,0
504659,688,3,0,0,1
504660,367,0,0,0,1
504661,524,1,0,1,0
504662,438,0,0,1,1
504663,237,0,0,0,0
504664,725,0,0,0,1
504665,956,0,0,0,0
504666,669,0,1,1,0
504667,840,1,1,0,1
504668,705,0,0,0,0
504669,450,3,1,0,0
504670,879,0,0,1,0
504671,565,0,1,0,0
504672,799,0,0,0,1
504673,752,2,0,0,1
504674,331,0,1,1,1
504675,652,0,0,0,0
504676,841,0,0,1,0
504677,586,0,0,0,0
504678,871,0,0,0,0
504679,930,0,1,0,0
504680,241,0,1,1,0
504681,1054,3,1,0,0
504682,525,0,0,1,0
504683,910,3,0,0,0
504684,1018,0,0,0,0
504685,908,3,0,1,0
504686,735,0,0,1,1
504687,793,0,0,0,0
504688,666,0,0,1,0
504689,984,0,0,0,0
504690,725,1,0,0,0
504691,670,0,0,1,0
504692,161,0,0,0,0
504693,829,0,1,0,0
504694,585,0,0,0,0
504695,844,3,0,1,0
504696,893,1,0,0,0
504697,629,1,0,0,0
504698,194,3,0,0,0
504699,230,0,0,0,0
504700,662,0,0,0,0
504701,619,0,0,0,0
504702,540,0,0,0,0
504703,245,0,0,0,0
504704,466,0,0,1,0
504705,879,0,0,1,0
504706,190,0,0,0,1
504707,682,0,0,0,0
504708,680,0,0,0,0
504709,580,2,0,1,0
504710,485,0,0,1,0
504711,771,1,0,0,0
504712,433,0,0,1,0
504713,254,0,1,0,0
504714,147,1,0,0,0
504715,129,0,0,0,0
504716,518,2,0,0,0
504717,438,0,0,0,0
504718,549,1,0,0,0
504719,659,3,0,0,0
504720,942,0,0,1,0
504721,1042,0,0,0,0
504722,427,1,0,0,0
504723,1058,1,0,0,0
504724,884,1,0,0,1
504725,316,0,0,0,0
504726,957,1,0,0,0
504727,687,1,0,0,0
504728,607,0,0,0,0
504729,376,0,0,1,0
504730,749,1,0,1,0
504731,639,0,1,0,0
504732,379,2,0,0,0
504733,562,1,0,0,0
504734,735,0,0,0,0
504735,522,0,0,0,0
504736,954,0,0,1,0
504737,545,3,0,0,0
504738,1021,0,0,0,0
504739,619,2,0,0,0
504740,463,0,0,0,0
504741,831,0,0,1,0
504742,959,0,0,1,0
504743,916,0,0,1,0
504744,899,0,0,0,0
504745,561,0,0,0,0
504746,1015,0,0,0,0
504747,547,0,0,0,0
504748,517,1,0,0,1
504749,883,0,0,0,0
504750,1080,1,0,0,0
504751,328,1,0,0,0
504752,734,1,0,0,0
504753,487,1,0,0,0
504754,154,0,0,0,0
504755,959,0,1,0,0
504756,586,0,0,0,0
504757,474,0,0,0,0
504758,243,0,0,0,0
504759,920,0,0,0,1
504760,482,3,0,0,0
504761,938,0,0,0,1
504762,361,0,0,1,0
504763,395,1,0,1,0
504764,299,0,0,0,0
504765,996,3,0,0,0
504766,687,3,1,0,0
504767,868,1,0,1,0
504768,139,0,1,0,0
504769,869,3,0,1,0
504770,221,0,0,1,0
504771,441,0,0,1,0
504772,553,1,0,1,0
504773,788,0,0,0,0
504774,613,3,0,0,1
504775,413,0,0,0,0
504776,162,0,0,0,1
504777,645,0,0,1,0
504778,925,0,0,0,0
504779,877,3,0,0,0
504780,1071,3,0,0,0
504781,888,0,1,1,1
504782,564,0,0,0,0
504783,471,3,1,1,0
504784,885,0,0,0,0
504785,856,0,0,1,0
504786,584,0,0,1,0
504787,631,1,0,0,1
504788,971,0,1,0,0
504789,964,0,0,0,1
504790,650,3,0,1,0
504791,152,0,0,0,0
504792,689,1,0,1,0
504793,986,0,0,0,0
504794,407,2,1,1,0
504795,140,1,0,0,0
504796,870,3,1,0,0
504797,161,1,0,0,0
504798,218,0,0,0,0
504799,469,1,0,0,0
504800,868,1,0,0,0
504801,1069,0,0,0,1
504802,213,1,0,0,1
504803,128,1,0,0,0
504804,968,3,0,0,0
504805,1017,1,0,0,0
504806,530,0,0,0,1
504807,900,0,0,0,0
504808,494,1,1,0,0
504809,965,0,1,0,0
504810,1048,0,0,0,0
504811,755,0,0,1,0
504812,845,0,0,1,0
504813,471,0,1,0,0
504814,192,2,0,0,0
504815,130,0,0,1,0
504816,828,1,0,0,0
504817,397,1,0,0,0
504818,634,2,0,0,0
504819,1062,1,0,1,0
504820,939,0,0,1,0
504821,653,0,0,1,0
504822,248,0,0,0,0
504823,175,3,0,1,0
504824,1074,0,0,0,0
504825,139,0,0,0,0
504826,262,0,0,0,0
504827,219,3,0,0,0
504828,475,3,0,0,0
504829,561,0,0,1,0
504830,979,3,0,0,0
504831,261,0,0,0,1
504832,319,3,0,0,1
504833,425,0,0,0,0
504834,266,1,0,0,0
504835,251,1,0,0,0
504836,310,0,0,0,0
504837,252,0,0,0,0
504838,1026,3,1,1,1
504839,220,0,1,1,0
504840,125,0,0,0,0
504841,985,0,0,0,0
504842,120,0,0,0,0
504843,763,0,0,0,1
504844,615,0,0,1,0
504845,158,0,1,0,0
504846,461,1,0,1,0
504847,383,3,0,0,0
504848,406,2,0,0,0
504849,316,1,0,1,0
504850,637,0,1,0,0
504851,496,1,0,0,0
504852,887,1,0,0,1
504853,1005,3,0,0,0
504854,733,0,0,1,1
504855,915,0,0,0,0
504856,451,1,0,0,0
504857,173,3,0,1,0
504858,316,0,0,1,0
504859,737,3,1,0,0
504860,839,0,0,0,0
504861,424,0,1,0,0
504862,902,1,0,0,0
504863,936,0,0,0,0
504864,474,0,0,0,0
504865,990,1,0,0,0
504866,386,0,0,0,1
504867,998,0,0,1,0
504868,973,3,0,0,0
504869,658,3,0,0,1
504870,1047,2,0,0,0
504871,640,1,0,0,0
504872,631,1,0,0,0
504873,1024,3,1,0,1
504874,1067,3,0,0,0
504875,920,0,0,0,0
504876,920,3,1,0,0
504877,688,0,0,0,0
504878,854,0,0,0,0
504879,220,1,0,0,0
504880,641,3,1,0,0
504881,510,1,0,0,0
504882,1047,2,0,0,0
504883,318,3,0,0,0
504884,761,0,0,0,0
504885,1051,0,0,1,0
504886,931,0,0,0,0
504887,628,0,0,1,0
504888,870,0,0,0,0
504889,526,0,0,0,0
504890,967,0,0,0,0
504891,518,1,0,0,0
504892,420,0,0,0,0
504893,249,0,0,0,0
504894,936,3,0,0,0
504895,610,1,0,0,0
504896,858,0,0,0,0
504897,906,0,0,0,0
504898,516,0,0,1,0
504899,561,1,0,1,0
504900,846,0,0,0,0
504901,884,0,0,1,0
504902,339,1,0,0,0
504903,586,0,0,1,0
504904,353,0,0,0,0
504905,422,0,0,0,0
504906,737,1,0,0,0
504907,782,1,0,0,0
504908,828,2,0,0,0
504909,426,3,0,0,0
504910,568,3,0,1,0
504911,288,3,0,0,0
504912,510,3,0,0,0
504913,780,2,0,0,0
504914,904,0,0,0,0
504915,403,0,0,0,0
504916,634,2,0,0,0
504917,170,0,0,0,0
504918,586,1,0,1,0
504919,194,0,0,0,0
504920,531,0,0,0,0
504921,569,0,0,0,0
504922,612,0,0,1,0
504923,181,1,0,1,0
504924,875,3,0,1,1
504925,391,0,0,0,0
504926,548,0,0,0,0
504927,300,0,0,0,0
504928,699,2,0,0,0
504929,1028,3,0,0,0
504930,513,3,0,0,0
504931,180,1,1,1,0
504932,919,1,0,1,0
504933,659,0,0,0,0
504934,222,0,0,0,0
504935,214,0,0,0,0
504936,713,0,0,1,0
504937,930,0,0,0,0
504938,444,0,0,0,0
504939,935,0,0,1,1
504940,209,0,0,0,0
504941,793,3,0,0,0
504942,433,0,0,1,0
504943,789,0,0,1,0
504944,626,0,0,1,0
504945,896,0,0,0,1
504946,414,0,1,0,0
504947,213,0,0,0,0
504948,330,0,0,0,0
504949,563,0,0,1,0
504950,650,0,0,1,0
504951,811,0,0,1,0
504952,971,2,1,0,0
504953,733,2,0,0,0
504954,140,0,0,0,0
504955,313,0,0,1,0
504956,676,1,0,0,0
504957,176,0,0,0,1
504958,621,0,0,1,0
504959,314,0,0,0,0
504960,826,0,0,1,0
504961,292,0,0,0,0
504962,523,0,0,0,0
504963,735,0,0,0,0
504964,503,3,1,0,0
504965,364,1,0,0,0
504966,310,0,0,0,0
504967,947,0,0,0,0
504968,419,0,0,1,0
504969,372,0,0,0,0
504970,428,1,0,0,0
504971,611,0,0,1,0
504972,619,0,0,0,0
504973,249,0,0,0,0
504974,1047,0,0,0,0
504975,743,0,0,0,0
504976,638,0,0,1,0
504977,675,0,0,0,0
504978,944,0,0,1,0
504979,871,0,0,0,1
504980,219,1,0,0,0
504981,556,1,0,1,1
504982,486,0,0,0,0
504983,884,0,0,0,1
504984,521,0,0,1,0
504985,833,0,0,0,0
504986,1076,0,1,0,1
504987,1078,0,0,0,0
504988,989,1,1,0,0
504989,463,1,0,0,0
504990,817,0,1,0,0
504991,489,0,0,0,0
504992,409,1,0,0,0
504993,751,3,1,0,0
504994,821,0,0,0,0
504995,1015,3,0,1,0
504996,177,0,0,0,0
504997,889,0,0,0,0
504998,494,0,0,0,1
504999,243,0,0,0,0
505000,904,0,0,0,0
505001,323,0,0,0,0
505002,589,0,0,0,0
505003,808,0,0,0,0
505004,979,3,0,1,0
505005,675,2,1,0,0
505006,136,2,0,1,0
505007,394,0,0,0,0
505008,509,0,0,1,0
505009,451,0,0,1,0
505010,285,0,0,0,0
505011,603,3,0,0,1
505012,514,1,0,0,0
505013,533,0,0,0,0
505014,989,1,0,0,0
505015,157,0,0,0,0
505016,221,0,0,0,0
505017,159,0,0,0,0
505018,290,2,1,0,0
505019,212,3,0,1,0
505020,637,0,0,1,0
505021,325,0,0,0,1
505022,403,3,0,0,0
505023,499,0,0,0,0
505024,919,1,0,0,0
505025,787,0,0,0,0
505026,1032,1,0,1,0
505027,305,1,0,0,0
505028,698,0,1,0,0
505029,904,1,0,0,1
505030,371,0,0,1,0
505031,512,0,0,0,0
505032,634,0,0,0,0
505033,979,2,0,1,0
505034,400,0,0,0,0
505035,185,0,0,1,1
505036,1036,0,1,0,1
505037,533,0,0,0,0
505038,261,3,0,0,0
505039,477,0,0,0,0
505040,306,3,0,1,0
505041,345,0,0,1,0
505042,158,3,1,0,1
505043,697,0,1,0,0
505044,674,0,0,1,0
505045,662,0,0,0,1
505046,240,0,0,0,0
505047,487,0,0,0,0
505048,344,1,0,0,0
505049,963,0,1,0,1
505050,1074,0,0,1,0
505051,576,0,0,1,0
505052,176,0,1,0,0
505053,132,0,0,0,0
505054,539,0,0,0,0
505055,1001,0,0,1,1
505056,984,0,1,0,0
505057,379,2,0,1,0
505058,539,0,0,0,1
505059,292,0,0,1,0
505060,530,0,0,0,0
505061,567,0,0,1,0
505062,247,0,1,0,0
505063,506,0,0,0,1
505064,677,0,0,0,0
505065,402,3,1,0,1
505066,413,0,0,0,1
505067,727,0,0,0,1
505068,228,0,0,0,0
505069,471,3,0,0,1
505070,261,0,1,1,0
505071,954,0,0,1,1
505072,630,0,1,0,1
505073,280,2,1,0,0
505074,993,0,1,0,0
505075,695,1,0,0,0
505076,337,2,1,0,1
505077,922,3,0,1,0
505078,122,0,1,0,0
505079,403,3,1,1,0
505080,477,0,0,0,0
505081,174,0,0,0,0
505082,874,0,0,0,0
505083,369,2,1,0,0
505084,847,0,0,0,0
505085,773,0,0,0,1
505086,692,0,0,0,0
505087,323,0,0,0,0
505088,520,1,0,0,1
505089,374,2,0,0,0
505090,177,0,0,1,0
505091,270,3,0,1,0
505092,1046,1,1,1,0
505093,535,0,0,0,0
505094,278,1,0,1,0
505095,839,0,1,0,1
505096,208,0,0,0,0
505097,943,3,0,1,0
505098,540,1,0,1,0
505099,665,0,0,0,0
505100,432,0,0,0,0
505101,719,1,0,1,0
505102,343,0,1,1,0
505103,575,1,0,0,0
505104,807,0,0,0,1
505105,930,3,0,0,0
505106,354,0,0,0,0
505107,530,0,0,1,0
505108,809,2,0,0,0
505109,821,0,0,1,0
505110,593,0,0,0,0
505111,145,1,1,0,0
505112,768,0,0,0,0
505113,715,1,0,0,0
505114,676,1,0,1,0
505115,368,2,0,1,0
505116,1049,0,0,1,0
505117,859,1,0,1,0
505118,1029,0,0,1,0
505119,141,0,0,0,0
505120,869,0,0,0,0
505121,934,1,0,1,1
505122,511,0,0,0,0
505123,767,0,0,1,1
505124,584,0,0,0,1
505125,691,0,0,0,0
505126,898,0,0,1,0
505127,680,2,0,0,1
505128,455,0,1,0,0
505129,312,0,0,0,1
505130,448,0,1,0,0
505131,957,0,1,0,0
505132,397,0,0,0,0
505133,978,0,0,0,0
505134,167,0,1,0,0
505135,260,0,0,0,0
505136,964,1,1,0,0
505137,628,0,0,0,0
505138,701,0,0,0,0
505139,717,2,0,1,0
505140,887,0,0,1,1
505141,761,1,0,0,0
505142,170,0,0,0,0
505143,1025,1,0,0,0
505144,916,3,0,1,0
505145,943,0,0,0,1
505146,710,0,0,1,1
505147,163,0,1,0,0
505148,921,0,0,0,0
505149,383,0,0,1,0
505150,519,1,0,0,0
505151,272,2,0,0,1
505152,124,0,1,1,0
505153,1002,0,1,1,0
505154,928,1,0,0,1
505155,843,0,0,1,0
505156,996,1,0,0,0
505157,952,0,0,0,0
505158,868,0,1,1,0
505159,899,0,0,0,0
505160,934,3,0,1,0
505161,825,0,1,0,0
505162,835,0,0,0,0
505163,405,1,0,0,1
505164,960,1,0,0,0
505165,385,0,0,0,1
505166,196,0,0,0,0
505167,826,0,0,0,0
505168,339,1,0,0,0
505169,366,3,0,0,1
505170,693,0,1,0,1
505171,787,0,0,1,1
505172,1018,0,1,0,0
505173,391,0,0,1,1
505174,863,0,0,1,0
505175,142,0,0,1,0
505176,521,3,1,0,0
505177,246,0,1,1,0
505178,614,1,1,0,0
505179,163,1,0,0,0
505180,207,0,1,0,0
505181,1009,0,0,1,0
505182,944,1,0,0,0
505183,228,1,0,0,0
505184,232,0,0,0,0
505185,682,0,0,1,0
505186,653,0,0,0,0
505187,290,1,0,0,0
505188,689,2,0,0,0
505189,1077,1,0,0,0
505190,134,0,0,0,0
505191,460,3,0,0,1
505192,454,3,0,0,0
505193,735,1,0,0,0
505194,455,0,0,1,1
505195,868,0,0,1,0
505196,584,0,0,0,0
505197,563,0,0,0,0
505198,688,3,1,0,0
505199,489,3,0,0,1
505200,315,0,0,1,0
505201,515,0,1,1,0
505202,996,0,0,0,0
505203,205,0,0,0,0
505204,771,0,0,0,0
505205,582,0,0,0,0
505206,758,0,1,0,0
505207,1055,0,0,0,0
505208,541,0,0,0,0
505209,482,3,0,1,0
505210,913,0,0,1,0
505211,1063,1,0,0,0
505212,656,0,0,0,0
505213,161,0,0,0,0
505214,745,0,0,0,0
505215,476,0,0,1,0
505216,1076,3,0,0,0
505217,741,0,0,0,0
505218,872,0,0,0,0
505219,564,3,0,0,0
505220,377,1,0,1,0
505221,1019,0,0,0,0
505222,843,0,0,1,0
505223,907,1,0,1,0
505224,355,1,0,1,0
505225,722,1,0,0,0
505226,734,0,0,0,0
505227,244,1,0,0,0
505228,723,0,0,0,0
505229,424,0,0,0,1
505230,1054,3,0,0,1
505231,891,3,0,0,0
505232,1003,0,0,1,0
505233,864,1,0,1,0
505234,443,1,0,1,0
505235,990,2,0,1,0
505236,778,1,1,1,0
505237,752,0,1,0,0
505238,825,0,0,1,0
505239,1049,0,0,0,0
505240,232,0,0,0,0
505241,506,0,0,0,0
505242,829,0,0,0,0
505243,461,0,0,0,0
505244,391,0,0,0,0
505245,169,0,0,0,0
505246,714,2,0,0,0
505247,447,0,0,0,1
505248,444,0,0,1,0
505249,538,3,0,1,0
505250,940,0,0,0,0
505251,198,0,0,1,0
505252,366,0,0,0,0
505253,393,0,0,1,0
505254,780,0,1,1,0
505255,889,1,0,0,0
505256,842,0,0,0,0
505257,505,0,0,0,1
505258,748,0,0,0,0
505259,377,0,0,0,1
505260,472,0,0,0,0
505261,441,1,0,1,0
505262,360,2,0,0,0
505263,332,2,0,0,0
505264,416,2,1,0,0
505265,125,1,0,0,0
505266,447,0,1,0,0
505267,237,1,0,0,0
505268,293,0,0,0,0
505269,378,0,0,0,0
505270,542,0,0,0,0
505271,728,1,0,0,1
505272,299,1,0,0,0
505273,375,1,0,0,0
505274,741,0,0,1,0
505275,382,0,0,0,1
505276,440,0,0,0,0
505277,307,0,0,1,0
505278,354,1,1,1,0
505279,842,0,0,0,0
505280,454,1,0,0,0
505281,547,3,0,1,1
505282,298,3,1,0,0
505283,146,0,0,0,1
505284,229,0,0,0,0
505285,455,0,0,0,1
505286,419,0,0,0,0
505287,647,0,0,0,0
505288,884,0,1,0,0
505289,280,1,0,0,0
505290,947,2,1,0,0
505291,710,1,0,1,0
505292,481,0,1,0,0
505293,842,3,0,1,0
505294,401,0,0,0,0
505295,224,0,0,1,1
505296,500,0,0,0,0
505297,157,1,0,1,0
505298,949,0,0,1,0
505299,348,0,0,0,0
505300,338,3,0,0,0
505301,675,0,0,0,0
505302,1052,0,1,0,1
505303,640,2,0,1,0
505304,639,0,0,0,0
505305,224,0,0,0,0
505306,547,0,0,1,1
505307,222,1,0,0,1
505308,993,1,0,0,0
505309,748,0,1,1,0
505310,968,2,0,0,0
505311,862,1,0,0,0
505312,535,0,0,1,1
505313,675,1,1,0,0
505314,765,1,1,1,0
505315,620,0,0,1,0
505316,979,1,0,1,1
505317,407,1,0,0,0
505318,660,1,0,1,0
505319,292,0,1,0,1
505320,480,0,0,1,0
505321,747,0,0,0,0
505322,856,0,0,0,1
505323,157,0,1,1,0
505324,163,0,0,0,0
505325,1006,2,0,0,0
505326,737,0,1,0,0
505327,526,0,0,0,0
505328,985,3,0,0,0
505329,944,0,1,0,1
505330,922,0,0,0,0
505331,255,0,0,1,0
505332,429,1,0,0,0
505333,604,0,0,1,0
505334,577,0,0,0,1
505335,189,0,0,0,1
505336,858,1,1,1,0
505337,1051,0,0,0,1
505338,125,0,0,0,0
505339,773,0,0,0,1
505340,268,0,0,0,1
505341,941,0,1,1,0
505342,837,1,1,0,0
505343,704,0,0,1,0
505344,856,0,1,0,0
505345,438,1,0,1,0
505346,833,1,1,0,0
505347,593,0,1,1,0
505348,639,0,0,0,0
505349,897,3,0,0,0
505350,180,0,0,0,0
505351,745,3,0,0,1
505352,894,1,0,0,0
505353,637,0,0,0,0
505354,267,0,0,0,0
505355,137,0,0,1,0
505356,320,0,0,0,0
505357,429,0,0,0,0
505358,731,3,1,0,0
505359,284,0,0,0,0
505360,297,3,0,0,0
505361,910,0,0,0,0
505362,771,1,0,0,0
505363,168,0,0,0,0
505364,519,0,0,0,0
505365,151,0,0,0,0
505366,1052,0,0,0,0
505367,289,0,0,0,0
505368,926,1,0,0,1
505369,301,3,0,0,0
505370,1042,0,0,0,0
505371,328,3,0,0,0
505372,265,0,0,1,1
